0.300	1.75745923
0.310	1.77006023
0.320	1.77157236
0.330	1.76165111
0.340	1.74447473
0.350	1.73410055
0.360	1.75500201
0.370	1.81581109
0.380	1.86598905
0.390	1.90142308
0.400	1.92579496
0.410	1.94004237
0.420	1.94445417
0.430	1.93923277
0.440	1.92485538
0.450	1.9024862
0.460	1.87459945
0.470	1.84599387
0.480	1.82522604
0.490	1.82558818
0.500	1.86271531
0.510	1.94564467
0.520	2.06714343
0.530	2.20735413
0.540	2.34772327
0.550	2.47897507
0.560	2.59913251
0.570	2.70324901
0.580	2.80014954
0.590	2.90273722
0.600	3.01283998
0.610	3.12792013
0.620	3.24437112
0.630	3.35929359
0.640	3.47101662
0.650	3.57892528
0.660	3.68307596
0.670	3.78385192
0.680	3.88173613
0.690	3.97719174
0.700	4.07061471
0.710	4.16232536
0.720	4.25257702
0.730	4.34156937
0.740	4.42946111
0.750	4.5163802
0.760	4.6024316
0.770	4.68770279
0.780	4.77226776
0.790	4.85618994
0.800	4.93952426
0.810	5.02231878
0.820	5.10461582
0.830	5.18645295
0.840	5.26786371
0.850	5.34887818
0.860	5.42952347
0.870	5.50982415
0.880	5.58980252
0.890	5.66947891
0.900	5.74887194
0.910	5.82799869
0.920	5.90687485
0.930	5.98551493
0.940	6.0639323
0.950	6.14213939
0.960	6.22014772
0.970	6.29796803
0.980	6.37561029
0.990	6.45308387
1.000	6.53039749
1.010	6.60755933
1.020	6.68457708
1.030	6.76145795
1.040	6.83820875
1.050	6.91483587
1.060	6.99134535
1.070	7.06774291
1.080	7.14403393
1.090	7.22022355
1.100	7.29631659
1.110	7.37231767
1.120	7.44823115
1.130	7.52406119
1.140	7.59981174
1.150	7.67548658
1.160	7.7510893
1.170	7.82662332
1.180	7.90209194
1.190	7.97749828
1.200	8.05284533
1.210	8.12813598
1.220	8.20337297
1.230	8.27855895
1.240	8.35369643
1.250	8.42878786
1.260	8.50383558
1.270	8.57884183
1.280	8.65380878
1.290	8.7287385
1.300	8.80363302
1.310	8.87849425
1.320	8.95332408
1.330	9.0281243
1.340	9.10289665
1.350	9.17764283
1.360	9.25236445
1.370	9.32706309
1.380	9.40174027
1.390	9.47639747
1.400	9.55103612
1.410	9.62565762
1.420	9.70026329
1.430	9.77485445
1.440	9.84943237
1.450	9.92399828
1.460	9.99855337
1.470	10.0730988
1.480	10.1476357
1.490	10.2221652
1.500	10.2966884
1.510	10.3712062
1.520	10.4457198
1.530	10.5202301
1.540	10.5947381
1.550	10.6692446
1.560	10.7437508
1.570	10.8182573
1.580	10.8927652
1.590	10.9672753
1.600	11.0417883
1.610	11.1163052
1.620	11.1908268
1.630	11.2653538
1.640	11.3398869
1.650	11.4144271
1.660	11.4889749
1.670	11.5635311
1.680	11.6380964
1.690	11.7126715
1.700	11.7872571
1.710	11.8618538
1.720	11.9364624
1.730	12.0110834
1.740	12.0857175
1.750	12.1603653
1.760	12.2350273
1.770	12.3097043
1.780	12.3843968
1.790	12.4591054
1.800	12.5338306
1.810	12.6085729
1.820	12.6833331
1.830	12.7581115
1.840	12.8329087
1.850	12.9077252
1.860	12.9825617
1.870	13.0574184
1.880	13.1322961
1.890	13.207195
1.900	13.2821159
1.910	13.357059
1.920	13.4320249
1.930	13.5070141
1.940	13.5820269
1.950	13.657064
1.960	13.7321256
1.970	13.8072123
1.980	13.8823244
1.990	13.9574625
2.000	14.0326268
